company,year,sent_id,sentence,maintenance_and_repair,spare_parts_support,leasing_and_rental,warranty_and_insurance,installation_and_commissioning,technical_support,customization_and_r&d_services,distribution_and_procurement,training_and_consulting,solutions_system_integration,digital_and_streaming_services,performance_based_contracts,recycling_and_process_management
300316,2024,10,"具有耐高温、使用时间长、高纯度等特点 磁流体密封装置是通过磁体产生磁场，将磁液固定在磁极与旋转轴之间，形成多个液体 O 型圈，实现旋转密封的一种装置 KW、MW、GW 指 千瓦、兆瓦、吉瓦，1MW=1,000KW，1GW=1,000MW 半导体 指 指常温下导电性能介于导体与绝缘体之间的材料，常见的半导体材料有硅、锗、砷化镓等 蓝宝石晶体 碳化硅（SiC） 衬底、晶片 工业 4.0 指 指 指 指 α- Al2O3 单晶，俗称刚玉，具有优异的光学性能、机械性能和化学稳定性，其强度高、硬 度大、耐冲刷，可在接近 2000℃高温的恶劣条件下工作，因而被广泛的应用于红外军事装 置、高强度激光的窗口材料、半导体 GaN/ Al2O3 发光二极管(LED)，大规模集成电路 SOI 和 SOS 及超导纳米结构薄膜等最为理想的衬底材料 SiliconCarbide，碳和硅的化合物，一种宽禁带半导体材料 沿特定的结晶方向将晶体切割、研磨、抛光，得到具有特定晶面和适当电学、光学和机械特 性，用于生长外延层的洁净单晶圆薄片 包含了由集中式控制向分散式增强型控制的基本模式转变，目标是建立一个高度灵活的个 性化和数字化的产品与服务的生产模式",0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,11,"是以智能制造为主导的第四次工业革命，或革命 性的生产方式 6 浙江晶盛机电股份有限公司 2024 年年度报告全文 第二节 公司简介和主要财务指标 一、公司信息 股票简称 公司的中文名称 公司的中文简称 晶盛机电 股票代码 300316 浙江晶盛机电股份有限公司 晶盛机电 公司的外文名称（如有） Zhejiang Jingsheng Mechanical & Electrical Co., Ltd. 公司的外文名称缩写（如有） JSG 公司的法定代表人 曹建伟 注册地址 浙江省绍兴市上虞区曹娥街道五星西路 99 号 注册地址的邮政编码 312300 公司注册地址历史变更情况 无 办公地址 浙江省杭州市临平区顺达路 500 号 办公地址的邮政编码 311199 公司网址 电子信箱 http://www.jsjd.cc/ jsjd@jsjd.cc 二、联系人和联系方式 姓名 联系地址 电话 传真 电子信箱 三、信息披露及备置地点 董事会秘书 证券事务代表 陆晓雯 季仕才 浙江省杭州市临平区顺达路 500 号 浙江省杭州市临平区顺达路 500 号 0571-88317398 0571-89900293 jsjd@jsjd.cc 0571-88317398 0571-89900293 jsjd@jsjd.cc 公司披露年度报告的证券交易所网站 深圳证券交易所（www.szse.cn） 公司披露年度报告的媒体名称及网址 《证券时报》及巨潮资讯网（http://www.cninfo.com.cn） 公司年度报告备置地点 浙江晶盛机电股份有限公司董事会办公室 四、其他有关资料 公司聘请的会计师事务所 会计师事务所名称 天健会计师事务所（特殊普通合伙） 会计师事务所办公地址 浙江省杭州市萧山区盈丰街道博奥路与平澜路交叉口润奥商务中心 T2 写字楼 25 楼 签字会计师姓名 胡燕华、张罗俊 公司聘请的报告期内履行持续督导职责的保荐机构 适用 □不适用 7 浙江晶盛机电股份有限公司 2024 年年度报告全文 保荐代表人姓名 持续督导期间 金晓锋、胡皓 2022 年 7 月 29 日至 2024 年 12 月 31 日 保荐机构名称 兴业证券股份有限公司 保荐机构办公地址 上海市浦东新区长柳路 36 号 兴业证券大厦 10 楼 公司聘请的报告期内履行持续督导职责的财务顾问 □适用 不适用 五、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 2024 年 2023 年 本年比上年增减 2022 年 营业收入（元） 17,576,612,657.90 17,983,185,712.27 -2.26% 10,638,310,339.72 归属于上市公司股东的净利润（元） 2,509,729,984.52 4,557,514,076.03 -44.93% 2,924,373,706.64 归属于上市公司股东的扣除非经常性 损益的净利润（元） 2,458,544,919.99 4,374,890,333.95 -43.80% 2,741,155,067.50 经营活动产生的现金流量净额（元） 1,773,443,635.01 3,087,793,255.29 -42.57% 1,313,510,158.47 基本每股收益（元/股） 稀释每股收益（元/股） 加权平均净资产收益率 1.92 1.92 3.49 3.49 15.97% 35.56% -44.99% -44.99% -19.59% 2.26 2.26 33.82% 2024 年末 2023 年末 本年末比上年末 增减 2022 年末 资产总额（元） 31,550,179,908.08 36,808,359,204.06 -14.29% 28,889,275,694.78 归属于上市公司股东的净资产（元） 16,621,271,326.50 14,963,146,218.89 11.08% 10,774,623,873.97 公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在 不确定性 □是 否 扣除非经常损益前后的净利润孰低者为负值 □是 否 六、分季度主要财务指标 第一季度 第二季度 第三季度 第四季度 单位：元 营业收入 4,509,536,327.64 5,637,679,075.50 4,330,736,363.40 3,098,660,891.36 归属于上市公司股东的净利润 1,069,677,533.41 1,026,652,044.73 863,578,878.53 -450,178,472.15 归属于上市公司股东的扣除非经常性损 益的净利润 1,101,831,255.42 992,239,914.98 821,295,628.38 -456,821,878.79 经营活动产生的现金流量净额 121,934,525.91 164,797,203.67 591,459,980.46 895,251,924.97 公司持续关注下游行业市场变化以及客户财务状况、付款情况，鉴于个别客户财务状况及付款节奏发生变化，公司 基于谨慎性原则和客观判断，就个别客户的应收账款单项计提坏账准备 2.5 亿元",0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,12,公司持续关注下游行业市场变化、客 户经营情况、项目进展及验收进度，本期基于谨慎性原则和客观判断，就个别客户发出商品计提存货跌价准备 3.41 亿 元,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,13,另外，受光伏石英坩埚产品价格下跌影响，公司就石英坩埚原材料等计提存货跌价准备 3.49 亿元,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,14,上述财务指标或其加总数是否与公司已披露季度报告、半年度报告相关财务指标存在重大差异 8 浙江晶盛机电股份有限公司 2024 年年度报告全文 □是 否 七、境内外会计准则下会计数据差异 1、同时按照国际会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况 □适用 不适用 公司报告期不存在按照国际会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,15,2、同时按照境外会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况 □适用 不适用 公司报告期不存在按照境外会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,16,"八、非经常性损益项目及金额 适用 □不适用 项目 2024 年金额 2023 年金额 2022 年金额 说明 单位：元 非流动性资产处置损益（包括已计提资产减值准备的冲销部 分） 计入当期损益的政府补助（与公司正常经营业务密切相关， 符合国家政策规定、按照确定的标准享有、对公司损益产生 持续影响的政府补助除外） 除同公司正常经营业务相关的有效套期保值业务外，非金融 企业持有金融资产和金融负债产生的公允价值变动损益以及 处置金融资产和金融负债产生的损益 委托他人投资或管理资产的损益 -7,608,583.89 2,588,777.40 6,967,471.55 92,790,432.34 171,057,169.84 143,943,138.37 705,946.98 35,918,306.07 44,354,946.64 6,043,353.44 单独进行减值测试的应收款项减值准备转回 2,750,147.39 企业取得子公司、联营企业及合营企业的投资成本小于取得 投资时应享有被投资单位可辨认净资产公允价值产生的收益 6,865,465.30 债务重组损益 -10,724,000.00 -779,310.00 因取消、修改股权激励计划一次性确认的股份支付费用 -8,760,871.66 除上述各项之外的其他营业外收入和支出 -3,407,403.28 1,410,612.24 1,780,947.36 其他符合非经常性损益定义的损益项目 减：所得税影响额 9,005,384.18 29,990,279.60 24,403,500.95 315,019.38 少数股东权益影响额（税后） 5,555,219.17 4,446,999.17 -4,217,263.35 合计 51,185,064.53 182,623,742.08 183,218,639.14 -- 其他符合非经常性损益定义的损益项目的具体情况： □适用 不适用 公司不存在其他符合非经常性损益定义的损益项目的具体情况",0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,17,将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益项目界定为经常性损益 项目的情况说明 □适用 不适用 公司不存在将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益项目界定为 经常性损益的项目的情形,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,18,9 浙江晶盛机电股份有限公司 2024 年年度报告全文 10 浙江晶盛机电股份有限公司 2024 年年度报告全文 第三节 管理层讨论与分析 一、报告期内公司所处行业情况 （一）公司所处行业 根据中国证监会《上市公司行业分类指引》的分类标准，公司所在行业为大类“C 制造业”中的专用设备制造业，公 司主营业务产品为半导体装备、半导体衬底材料、半导体耗材及零部件,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,19,"（二）公司业务所处行业发展情况 1、半导体装备 （1）集成电路装备领域 半导体设备的市场需求伴随半导体行业周期性波动，随着半导体行业的复苏再次呈现增长趋势，据 SEMI 数据显 示，2024 年全球半导体设备销售额预计为 1,090 亿美元，同比增长 3.4%，其中晶圆厂设备销售额预计为 980 亿美元，同 比增长 2.8%",0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,20,"受益于先进逻辑和内存应用的需求增长，2025 年全球半导体设备销售额预计约为 1,280 亿美元，同比增长 约 17.4%，其中晶圆厂设备销售额预计为 1,130 亿美元，同比增长 14.7%",0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,21,目前，中国仍是全球最大的半导体设备市场,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,22,全球半导体设备行业集中度较高，在高精尖的先进制程领域，海外厂商仍占据垄断地位,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,23,我国半导体设备厂商经过多年 的发展，虽已基本覆盖半导体设备各细分赛道，但部分领域的国产化程度仍然较低,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,24,不过，随着国内半导体产业生态的 逐步完善，半导体设备及零部件的国产化进程必将进一步加快,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,25,公司产品涉及硅片材料制造环节中的 8-12 英寸大硅片设备、芯片制造环节的外延、ALD 等薄膜沉积设备，以及封 装制造环节的减薄设备,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,26,在硅片制造设备环节，目前 8-12 英寸大硅片设备已基本实现国产化,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,27,除检测环节外，国产设备以其优异性能、优质 服务以及供应链安全优势，已逐步占据主要市场,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,28,在芯片制造设备环节，受益于政策支持与产业需求驱动，我国设备产业生态加速完善，国产化程度快速提升,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,29,当 前，去胶、清洗、刻蚀设备国产化率较高,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,30,CMP、热处理、薄膜沉积等设备近年取得关键突破,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,31,但量测、涂胶显影、光 刻、离子注入等设备的国产化率仍待提升,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,32,在封装制造环节，虽然我国封测产业成熟度高于芯片制造环节，但封装与测试设备国产化率整体低于芯片制造设 备,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,33,不过，未来随着国产设备商的技术突破，叠加自主可控战略推进，中高端封装和测试设备的国产化率有望迎来加速 期,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,34,（2）化合物半导体装备领域 以碳化硅（SiC）、氮化镓（GaN）等为代表的第三代化合物半导体材料，凭借高击穿电场强度、高导热率、高电子 饱和速度以及耐腐蚀等优异物理和化学特性，成为制备高温、高频、抗辐射及大功率电子器件的关键基础材料，在光电 子与微电子领域具有广泛的应用空间,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,35,碳化硅材料以其优异的热稳定性和电学性能，广泛应用于新能源汽车、光伏、储 能、工业电源及轨道交通等领域,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,36,氮化镓则在高频功率器件与射频通信领域具备显著优势，在消费级快充电源中可显著 提升电能转换效率，在 5G/6G 基站射频前端应用中，凭借高功率密度与宽带宽特性，有效增强信号覆盖范围并提升传输 速率,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,37,随着化合物半导体行业市场规模不断扩大，对化合物半导体装备需求也快速增长,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,38,根据 YOLE 预测，碳化硅晶圆 制造设备的整体市场规模在 2024 年达 35 亿美元，预计 2025 年将提升至 51 亿美元,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,39,GaN 装备领域亦呈现强劲增长势 头,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,40,根据 YOLE 同期发布的相关报告，2024 年射频与功率器件制造设备市场规模达 18 亿美元，预期 2025 年将增至 26 亿美元,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,41,（3）新能源光伏装备领域 根据国家能源局数据，2024 年国内新增光伏装机 278GW，同比增长 28%,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,42,同期，全球新增光伏装机有望达到 535GW 左右,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,43,中国光伏行业协会预测，2025 年国内新增装机预计在 215-255GW，仍将维持高位水平,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,44,全球光伏装机增 速预期为 15%左右，其中非欧美市场增速强劲,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,45,自 2023 年第四季度开始，短期的供需错配使得行业竞争加剧，叠加国 际贸易壁垒影响，光伏产业链各环节产品价格下降，降本增效成为产业链各环节创新发展的迫切需求，更高效率和智能 化水平的创新型设备将促进落后产能出清，重塑产业健康发展生态,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,46,与此同时，数字化与智能化的生产模式也成为行业 11 浙江晶盛机电股份有限公司 2024 年年度报告全文 趋势，通过建设高效的智能化工厂，实现设备及管理的数字化连接，可显著提升生产效率和良率，从而有效降低成本， 提升规模化竞争优势,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,47,2、半导体衬底材料 作为半导体产业链的上游环节，半导体材料具有产业规模大、细分行业多、技术门槛高等特点，对产业发展起到重 要支撑作用,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,48,公司业务涉及化合物半导体材料碳化硅衬底和蓝宝石衬底，以及超宽禁带半导体材料金刚石材料,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,49,（1）SiC 衬底材料领域 碳化硅是第三代半导体材料的核心代表,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,50,导电型碳化硅材料制成的功率器件能够更好地适应高压、高温工作环境， 在新能源汽车电驱系统、高压充电设施、储能及轨道交通等高压大功率场景具有极大的应用潜力,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,51,半绝缘型碳化硅则凭 借低载流子浓度与优异的微波损耗特性，成为 5G/6G 基站射频前端器件的核心衬底材料，支撑氮化镓（GaN-on-SiC）功 率放大器在高频段的高效运行，同时由于具备优异的光学和热学特性，其高折射率、高硬度和优异导热性能，在 AR 眼 镜等光学显示终端应用领域有着不可替代的优势,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,52,根据 Verified Market Research 的测算，全球的 SiC 衬底市场规模将从 2024 年的 8.24 亿美元增长至 2031 年的 24.14 亿美元，期间的复合增速为 14.38%,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,53,国内碳化硅产业链也在技术创新和资 本投入的驱动下，产业生态不断完善，技术和规模快速提升,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,54,技术迭代推动规模化降本成效显著，8 英寸碳化硅衬底凭 借其更高的使用效率和更优的缺陷指标，能够进一步降低碳化硅产业链的综合制造成本，促使产业链产能逐步向 8 英寸 切换,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,55,随着 8 英寸技术和产业生态的逐步成熟，也必将进一步加快碳化硅功率器件在下游领域的渗透应用,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,56,随着产业链 内的规模降本和产能扩张带动的器件渗透率提升，叠加新技术持续催生下的新应用不断涌现，碳化硅产业的市场空间将 持续扩大,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,57,（2）蓝宝石衬底材料领域 蓝宝石材料凭借与 GaN 晶格匹配好、强度大、硬度高、耐腐蚀等特点，被广泛应用于 LED 衬底、消费电子产品保 护玻璃、以及医疗植入品等领域，其中 LED 行业和消费电子是蓝宝石材料的主要应用领域,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,58,2024 年，随着宏观经济逐 步复苏，LED 行业市场需求也呈现复苏趋势,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,59,根据 Trend Force 报告数据，2014~2016 年开始服役的 LED 灯具，已陆续 达到寿命极限，带动二次替换的需求逐年上升，预计会成为未来五年照明市场成长的主要驱动力，Trend Force 预估 2024 年全球 LED 照明市场规模将增长 4%至 609 亿美金,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,60,同时，技术进步驱动新型 LED 产品成本快速下降，Mini/Micro LED、农业照明、车载照明、教育照明、紫外 LED、红外 LED 等应用领域不断开拓，新型 LED 市场快速增长,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,61,在消费 电子领域，蓝宝石的应用场景持续拓展，涵盖智能手表表镜及后盖、智能手机和平板电脑摄像头保护镜片、指纹识别窗 口、扫描仪盖板、及医美设备导光部件等,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,62,受益于 AI 与 5G 技术快速发展，智能手机、智能穿戴等终端需求快速复苏,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,63,供给端方面，随着长晶及加工的技术和工艺进步，蓝宝石尺寸不断扩大，成本持续降低，推动其应用领域向更多细分市 场延伸,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,64,（3）金刚石材料领域 金刚石以其优异的物理特性在工业、半导体、珠宝等领域有着广泛应用,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,65,金刚石材料是当前单质半导体材料中带隙 最宽的材料，同时具有高击穿电场、大饱和载流子速度、高载流子迁移率和底介电常数等优异电学性质，是制备下一代 高功率、高频、高温及低功率损耗电子器件的首选材料，被称为第四代半导体材料,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,66,近年来，全球半导体产业加速布 局，推动金刚石材料产业化进程显著加速,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,67,微波等离子体化学气相沉积（MPCVD）法制备的金刚石具有尺寸大、低杂 质浓度、高结晶质量等优势,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,68,CVD 金刚石因散热性强、成本低、尺寸大，可作为大功率散热片，未来随着产量提升和成 本下降有望在半导体散热片领域得到大规模应用,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,69,3、半导体耗材及零部件 （1）半导体耗材领域 半导体耗材作为半导体制造过程中不可或缺的消耗品，在整个半导体产业中占据着关键地位,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,70,伴随全球半导体产业 的持续扩张，耗材市场规模也呈现出稳健增长的态势,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,71,其中，石英坩埚和石英制品、石墨制品和金刚线材料作为半导体 及光伏产业的核心生产耗材，深度渗透硅片制造、芯片制造以及光伏硅片及电池片制造等关键环节,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,72,高端半导体石英坩埚市场长期被少数海外企业垄断，其制造依赖高纯石英砂资源与精密工艺，直接影响单晶硅品质 与芯片良率,0,0,0,0,0,0,0,0,0,0,0,0,0
300316,2024,73,近年来，国内企业通过技术攻关，在大尺寸半导体级石英坩埚领域取得关键突破，逐步实现国产化替代,0,0,0,0,0,0,0,0,0,0,0,0,0
